"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","labels"
"63",-5.89764462402975,-49.7105706269088,2.53232649088084,-5.20914213703021,10.6853925134359,-8.03972056872136,-0.264023802032759,-5.31696927292928,-7.602659835617,9.16824103971931,-11.3906448065518,6.4288417789392,4.67538300930514,-2.17092706148448,-5.2541428156389,-12.1857336728385,11.7190947850594,-0.0642057750896187,1.9896641401306,2.31799050760582,5.8161116179721,-5.56405142616023,1.23284742342951,9.44100704241232,0.615688206210254,8.63481533139089,-8.83355106148752,-4.62285361244515,-3.06327622051375,0.488756849231474,-4.89939949602077,0.964720139187438,-1.09770693541093,1.07026033232422,3.11376739360292,2.15259261609335,-0.0176392696245634,-2.09320079055721,0.978988544330536,-2.37330455892842,1.33087697219522,2.49236920736923,4.05286432985573,-2.21949811895061,-4.43623639353579,-4.12464425991199,7.7331315111091,-0.628904490054776,5.95103970020232,-1.08061569269882,-5.10097650605226,2.53512555880099,1.41658462043354,-0.874573323815396,1.40500349077649,1.69715643958112,0.997011804970365,-1
"65",-41.804574668898,12.290887778693,8.23936422565155,-3.05497765190411,-4.15877162453962,13.4171240881795,-9.02124977903345,1.37506406366713,-6.93226633567595,3.76474904334133,0.974868892400773,2.69330867256847,2.29757468092096,1.26106407430056,-2.95989923987937,-1.45304393663174,-2.1568922438132,1.06137389043458,-2.35927311272264,-0.559241890702269,-1.36137877375437,1.15805124171299,1.7687507409052,-1.25323577873646,1.22085513482289,4.29414929490726,3.03468739532645,0.176722867729208,2.2050021799149,-2.21978158868003,1.12383126075954,-0.40187096606516,2.0524429666029,-3.80289307419678,1.63775452958278,-0.166018972222698,-1.97164648670194,-0.847013302167307,0.994762902464157,-0.326244759893554,0.894772480142724,0.505599285007462,3.94153373993952,-0.145901147440091,-1.74765118556232,-0.0544151103166508,-1.17032892209747,-1.37123584509067,0.843719406763085,-1.55013759912856,2.06520660701518,0.259369327477695,-1.64018137364045,-3.3951630973486,-0.961440151417561,4.50371962574881,-4.89833533705157,-1
"145",-19.98960291906,-42.503580969597,4.24775732892873,-7.12742610491972,-1.3063232724136,-2.76811433960528,3.15081342303943,-1.6938510919603,3.30530200487093,-0.272316252558071,-1.41415361657743,0.971753380381015,-0.80213049632669,-0.363076734255848,-2.07540558899656,1.06467697873896,-2.06910079473209,1.14138909894572,2.17063367990739,-0.578408621885215,-2.79802049708263,2.31717006836077,1.40240438358374,-1.48442223323979,-2.91455582435634,2.38405447437891,4.20411880353479,3.74488856072984,-4.01727679415705,-4.13988752456237,4.89750050318271,-1.9618480125099,3.10410706067842,-0.113839821221072,-1.00888142098844,0.759137711081884,0.564667047857384,1.12068416565591,0.550944685482343,-1.28509897138013,-1.91859521420849,-3.80163414735084,2.612052465576,1.69430613589681,-1.36663619574835,1.59262271332344,4.41712882028844,0.787232360593847,5.76548202746954,7.97188052954428,-2.80078635978569,-2.38867821163966,2.09711400900965,-0.479308328258389,1.10113331322099,0.958479894184889,0.552967179387282,1
"83",66.406451633744,17.7711623602963,-15.1818266580688,-23.6798659006295,6.22999009088883,0.138318308958287,-11.4919070110881,1.18906786335801,4.02899808039091,6.29510345070539,-2.14040359581563,4.67715016485653,-8.49283562215752,-1.10490486165357,-1.35615144396891,14.6670760600287,-11.1392493497006,25.1847686558884,-17.0164673617344,-1.01148567979367,8.89811424148449,-6.31156616063681,-2.68002456251202,-5.98915390112652,-5.95586847370372,4.05295430257063,-0.183271706590416,-16.5482744510591,-5.73537310401375,2.58553473329538,7.04496454686076,8.36342649934438,-5.27919162911948,-7.5566551523418,4.4011268531537,8.3081294397869,6.4922335869436,2.66259210491656,-7.12336620715203,0.266795896677296,-2.81654535104744,1.69676212505165,0.366434324599452,-4.34246067651394,-9.02221324192118,-1.85626004462808,7.755426799781,-7.27324415575825,-3.82039688915285,-4.49225533657667,-8.02616037873169,-5.9228238939704,3.40260450958887,-1.67236858237862,-2.54172642016873,-2.19179677038505,-4.73937171238958,-1
"98",-37.6631540684533,24.6714477994826,-1.03077778785338,1.5165615244086,11.0111553802888,10.3365760460562,-5.25124745575902,-14.7944384162017,11.7925088868918,-0.57093016275182,-10.4013158770823,0.339071864906002,-0.150840834630795,1.52430680798437,2.20000347589839,8.84280270448678,2.92788898167176,-0.50362451059417,10.7318477490021,2.92196312501344,-2.41712903329803,0.217934628274229,2.21050519229583,5.44133373595335,-11.1813599165925,-9.22736084593722,-15.3218141541419,2.20454555768404,-8.28383865759505,6.25436835661144,4.99307500891316,-7.98566462709559,-7.59121197138112,2.36780505124465,9.44961339537934,3.78269513066174,3.20183329902213,9.06540950100094,-1.10865554768933,2.74970693260529,3.33662606452202,-2.53657208670956,-0.822980378945883,-5.614549569746,-8.50409250423572,-5.29429849767248,-4.41930440481868,9.17646080102878,-3.14691236747604,7.85979077192322,7.86288766335396,3.01695229629943,-2.45112503748401,1.20142022252889,-3.25341770593997,7.30795904653391,-1.90462008155919,1
"119",-48.5738490081699,13.5120762243355,0.467990756525371,2.89164128739672,-12.8459745821427,16.6927832446468,-3.42993673816643,3.8919866761191,-3.68528632340472,7.68746038536566,2.01059662275999,-1.55611060036325,1.58667761111813,7.9763914803633,-7.76732926043066,7.84570895477414,-4.87055301844946,-0.713469721285203,3.13141245137502,-5.73012355013351,5.07612479395053,-1.61564078250627,4.22552132593281,2.8145027488058,-2.16023836408852,2.71020610720685,-0.0572105118801772,-2.12703850311467,0.694662421916474,-0.371791242830102,-9.76314907632717,-1.3299908423791,-0.488372410791197,0.758943575251905,-0.948202209938603,-2.85695891355637,-2.52839576831441,0.613792016581546,-3.69865863553887,4.15599746015424,-2.94918640332678,-4.02751257861162,2.16426799124099,5.88741675977373,6.47190732809226,-3.91021719046294,-0.587555599014222,2.94985805733359,-0.220466646000115,2.01939721220436,4.9400477823142,-0.842591626270945,-0.163678982672683,-0.733991809173792,1.83134943577496,3.3429293226319,-4.74391246871961,1
"47",-38.2343483027529,11.5945940738389,11.164572238671,-3.53575717860646,-2.6816212744252,14.5150730745152,-9.09854576203706,-1.88327338703313,-11.760407132648,0.0740131130679657,-0.530928916634517,1.89436886002306,0.848595042692135,0.590573365313144,-2.42674182456751,-0.513769348139202,-1.52874544061374,1.51558657531813,-0.30832342965107,2.72945407586792,-2.44082200105564,-2.11193969655988,-4.9046758273874,-3.89670913602015,-0.690286815015638,2.81364874259824,2.16233404186816,10.7216082664382,-5.33868656562176,-5.96273383745024,-0.242747726715647,2.04297454154506,-3.69469426218129,-1.87232035176579,4.79960944456286,-6.70134092334255,12.2719027493516,-14.9887140354674,-5.75040262183045,5.92165551408313,5.06634233992215,2.45085447186123,-6.5014641010441,1.27956106502563,-6.93135979048512,2.57291048501824,-0.182888653512256,1.5861995424128,-1.62668513709033,-0.117632152572196,-8.21975739516165,6.1591038500431,8.34220410398059,-2.50052651422955,-0.623095312623787,2.73637492237742,5.9331713885371,-1
"175",29.2799005742105,7.68041195041082,67.8438986632905,57.5422400100283,-10.2277092133392,-26.8163506740627,-19.2372354738651,-6.0835049995635,-7.4158488396255,2.8883972535013,9.58788499256785,-4.09344472867097,2.54611038073403,-12.6893635716393,10.9723664294988,-3.23199169994223,-1.02070682435588,20.0354396437326,24.886384693672,-6.19490991189987,-3.49833778251371,6.33144169207141,-2.17715543654124,-1.94559464359933,-19.8176890420515,-6.08948560287953,-1.46681953607223,-0.771229420362167,16.2461533821085,-3.75972572070042,-3.32986766461859,10.6899910306498,2.22612860568128,5.65400699376537,0.054840358472678,-11.4345599140137,-5.33621154332423,-8.18717922540679,4.3984860713092,-11.0270941899093,-14.5049174449636,12.3269227061002,-7.76576023515768,-7.13008093621794,-10.0548685407659,-0.487914013233202,-9.61920756053748,0.500474610317046,1.64720706126206,9.07655019244698,5.98469122578496,-1.06030588988351,-4.64757511668419,0.89961069289474,-1.31492921561531,-6.80910427465341,5.61788087584485,-1
"60",-44.0353082551929,38.0250534117736,-13.9270072707829,3.42509672817829,9.6733548852525,-40.6016364535346,24.6174135360592,5.60055245789903,-5.69178333850311,-6.03972647262048,11.1341988627368,-8.54653249933585,6.68920084233926,-6.47040532506422,-8.10571402082817,-8.98520628702058,-4.385428980194,2.88103489564654,-8.37005912126683,-1.56815389902459,-4.0204313008723,-7.1513291177391,1.90531274560231,-5.71272699933142,1.28987522849075,9.59918582623466,9.0513720349156,9.73707518108258,0.500403864241796,1.33342101156302,-3.21357565646657,5.30209660552224,-8.72406793421212,-8.55584366566473,-2.09337873831018,-4.84315626097969,5.45888094672911,-15.8015150619727,-3.78659169126891,-2.42175663405343,6.39899571200407,-4.09542385063577,-5.78166744858974,2.75035181149877,-13.2963522244208,-6.00528734881932,-9.01088823535733,3.51275796732463,7.24637120628001,-0.567990887140754,-6.00907430142501,3.39617040123804,-3.40488573521478,-2.82091548403287,0.236256117388052,6.94076596194804,5.51147096894851,-1
"76",60.9083792587775,11.5251454657167,18.7197146853033,-5.83179529927352,18.429253328506,-7.08567375014562,-10.238187851139,1.57241345109213,9.32166849550944,14.7314777913993,16.5861922623888,0.199486200732919,0.433272471893769,6.60574009596946,-7.8108862332711,2.54139822397127,2.69300245768599,-2.70751658474461,0.781863512884001,2.40745515779758,-6.13374279196345,-0.267891218162094,-1.82065582804002,0.866912998952673,-3.5871663790043,1.44262887322439,2.61613460148779,2.39110760669464,0.867320271497604,3.01833323185427,-5.04683618962581,-0.646869924897991,1.06778132967915,0.311653601486112,-2.81756183312868,6.80809296775535,-0.253417377844457,4.89396863217704,-6.33699031128801,-5.42461021625314,1.46265992755079,-0.156434670805462,-0.262344195839897,5.60873699601674,1.14315309754367,-0.729112309998655,-3.00556113917249,-0.663754495333656,1.69135130109715,-0.774063496520895,2.7632623242981,5.26184515743696,3.68573582762918,-0.479871902814181,-4.12903703391349,-2.47251640859351,-3.13476655009224,-1
"30",50.5078794297377,12.0318317227264,16.4149679151116,-6.77260145457231,7.81976518379528,3.46670957571122,8.94408108214333,-4.89465227936879,11.6435699918859,9.5779364170226,13.7928718327721,-10.6134900190774,-10.111581233638,11.5319187817827,-2.15850298798718,-13.4736231941466,-11.4562186741412,5.9345916543935,-6.3171658849301,8.80684126086076,16.1414273230637,-6.84617846029682,-12.2688800762331,5.27954898503512,-9.58837195163858,-4.0581371477155,8.73514279837903,4.54802054880955,-10.3956830150404,15.9945614528716,-2.34531019486522,1.89251964592766,-7.37549884402087,-2.32753533140952,-4.95370326446862,8.58948654160642,10.4204979338095,0.685440338909308,10.3927962608845,-7.08905730244231,2.06938854581747,6.26866483565178,-4.20743692870419,-2.30889777843127,-0.0682433085744481,0.634025264274477,2.43749253577969,-5.73847075769858,-4.60606609326592,-3.34170067766237,2.28504516659277,-7.61094486924892,-2.60210597273402,2.33153212725872,-0.786689124847689,4.28481869747612,6.00558906960868,-1
"192",53.9697061982858,6.0679257909156,-34.2312330544709,-5.93420497028528,-6.22897121511867,6.016149698793,0.981073129906226,-2.51042394417471,-2.73683573502026,0.357467818966398,-10.8833271539268,4.74720223652596,2.26565204413606,3.41791774220016,-5.75492861661079,5.00664644159071,-1.6055182542747,9.14327723193953,4.5740719091277,2.45788854881503,-2.9241522483332,-4.53865753472288,13.2751065995558,-12.2884797231848,-2.35000401494443,1.92042944872249,1.55448676732643,1.71163558858932,-5.99008965632022,3.73779387291562,-4.53640516964606,-0.250955915384546,-9.34352005555018,4.97605562166448,-5.56487163872902,-4.3752605853225,-5.96285621510857,-3.61683497744748,9.53779660937121,-1.77433357143821,-0.389430088811982,2.37887129769023,4.05371426417542,-0.584297018521672,-0.893824066095956,0.835920044568337,-4.20007735595219,-0.758014487479967,1.36849129331086,-1.02918881687816,-6.84683982794258,-1.61926218448867,-1.70404146813029,3.42830299360077,3.20607795983713,1.03879984968327,4.17043514326102,-1
"155",21.1958274569833,3.64610522664659,-35.3325492168307,54.6626560621545,21.8840469355946,31.8304265133851,20.9072186640304,-8.13535894683409,15.2700888572949,17.7052166502584,5.249471080353,-5.25642279532354,-6.40736653496302,3.83309223226282,2.2180565132508,9.70062700167056,-12.0155884836384,8.97015185537762,0.300996409359096,-1.90817744236266,-3.74604052761782,7.44765499985795,8.07609963362954,-0.743279567618176,6.07812649988022,6.24496584628416,-4.36830040235587,2.83578383061272,-7.37344867021444,-11.8636256721668,-9.28996524012747,2.85697109496553,-0.541968471059486,0.74451436297363,5.95090931655085,8.05306643930935,-4.76825829466553,-0.28730071108616,6.81240572190072,-7.47132091380193,-2.82743096108361,0.699607537397974,0.676629542274206,3.27524374572595,-15.0726758726298,-3.88002804718544,-4.06245145846868,-0.754504836140665,-2.88544363220197,-8.2242841358903,-5.08948798494536,-4.44186218570333,-7.95813628941543,-8.64498120534051,9.80183070586337,5.52293108762108,0.98328080679877,-1
"16",-17.9421479652532,-43.044687741686,-5.68456362753879,1.13475423358075,2.99195931033658,-3.31932596421699,-4.27125062184322,2.41687811877329,1.71442330477959,-8.62128722058862,6.58924219931842,-5.95746905479073,-2.70254885401015,0.186725950807251,5.45129471135479,7.06000909882106,-8.81276208195511,0.0739109474844309,-3.05647329177371,-2.71629451596236,-6.31346723116283,3.40922031037238,-1.55838295269478,-2.5219083310969,-1.57894680707087,-7.39596530650074,4.80014805332192,-2.99871939306105,6.15848757514275,6.90046655500286,-1.57015468647412,3.55391137034351,-2.65518840838651,7.65965726061501,3.7503395953489,2.18329407362231,2.41538227252232,-1.62186983317814,-0.0742327062711772,3.36590321281632,4.76699752148696,1.52727748068436,-0.10715540017387,0.621173341298537,1.48353942433456,0.751830974801739,-1.57868940116004,2.60896124313202,-3.60499163846643,0.929181569488362,-3.69992280119659,-1.55245981179134,3.72970896229603,-1.66877871686727,-3.14547496586728,-1.75346497442678,-2.47530808017668,1
"156",42.6172235263174,5.78015146315439,16.9336792822324,-15.0735696924634,15.5185856160767,4.66870717698654,3.9235656647994,-2.48435915549074,0.227399814564518,6.26272139619612,5.42337207782745,-4.75681941371442,-1.24004946287503,-0.890346861124455,-0.43412127380986,2.51760904775921,3.79073554493748,0.204990543777516,-7.3569215622495,0.463296229203068,0.994507089291704,-0.524415449615103,0.898586625550959,4.4232380232004,2.89005956226142,-3.26012898908399,-0.988779086040188,-4.76775511041538,-6.04280275966144,1.93089115096855,-0.347172464387588,-6.19683856966683,1.09326066015306,-2.98972780924509,-2.02184087184129,-3.20024575099269,-1.51467911606709,-3.10428508856087,0.954457482567723,-3.73097058872602,-6.25379562676893,-4.68540100952506,-1.88794603159676,4.77419195035274,5.07838364914978,0.823193605989825,-5.19829164667193,1.11380602125552,-5.13130082036413,-3.54766247668828,-0.390112014108008,2.05746640603843,1.35255781297762,-0.760764638848666,-1.25131425925795,-0.0271477810846943,2.94491888995548,-1
"164",-2.16044379126792,1.95524273391957,-22.6404813602543,14.599269827814,-32.8833088819342,12.7650177672902,15.5837938214876,-6.38624248585436,16.1525361840683,14.1661655880432,12.7813614833351,6.15140498428862,7.38658974621996,-11.1310359271298,15.4488564027317,5.21100103216879,3.33657677432864,-8.17772444822202,-7.37779507465405,-4.96199126738977,-3.12663457058238,1.90976952285451,9.84481000323145,14.2734303263934,2.82931693483412,-3.06025003797022,0.396394903056143,-6.15290273604517,-3.82910464503593,-8.36905330781898,8.14221329790364,6.85955335493806,-5.05631191334511,2.56955951127602,-4.23027172122315,-0.870502355116258,-1.01557256498441,-4.58958192781678,-6.33861375694543,7.83503980038567,0.678938937547054,1.07777637576508,0.834397125359899,4.82403601390055,-8.20042516787633,3.8802666454584,0.810148879202336,6.6142989488806,-5.69465925044005,2.4427300784009,-4.3060414848529,1.75957623863765,1.04970639195417,-6.05811362585922,4.57150521436234,6.4559475961513,1.24420891401244,-1
"114",-21.1622168437888,-42.2162904361141,-0.32853311820647,-4.2026531342474,-1.55735148606599,-2.17976866449678,2.37924790741824,-1.90801330269943,3.13457206342249,4.94742575834906,3.42535514404825,-2.6700176918385,-1.80023164440704,-1.3746562273402,2.27567821467364,4.77113749257557,-2.04449061865523,-1.7174788106278,-2.11027351899499,0.00462912691858642,1.53882292370695,0.0241045253671127,2.43330838174482,-9.88478985684273,-2.71387558192802,0.793756670755399,1.4652044683632,1.68905867668751,0.188709848829222,-0.698414231646074,4.45700321564554,2.71295667016366,0.738765250199858,-0.226127966182045,5.35409565385216,-0.0199140755045863,1.0231351288648,-0.667938353165955,-0.0535727051105732,1.9804962326977,0.0599103596159947,6.60107163613428,-5.77976635011565,6.24397629779729,-1.91608219002745,2.93296656910946,1.43917873568949,0.0852218842672868,-4.05124799503705,2.93198905783733,-2.16937915215526,-2.13814978520048,-1.80929551728249,3.49904837787921,-1.96851995547298,-0.735100284149729,-8.53953227697134,1
